thread_id,thread_title,comment_count,pair_count,mean_disagree_probability,hard_disagree_rate,self_bleu_2,self_bleu_3,self_bleu_4,self_bertscore_mean_precision,self_bertscore_mean_recall,self_bertscore_mean_f1,self_bertscore_median_f1,self_bertscore_top_k_mean_f1,semantic_mean_cosine,semantic_median_cosine,semantic_top_k_mean_cosine,semantic_p90_cosine,story_count,not_story_count,story_rate,mean_story_probability,emotion_entropy,emotion_entropy_normalized,avg_labels_per_comment,emotion_shift_rate,dominant_emotion,dominant_emotion_share,polite_rate,somewhat_polite_rate,neutral_rate,impolite_rate,length_std,length_iqr,length_cv,max_depth,avg_depth,avg_branching_factor,structural_virality,toxicity_mean,toxicity_max,toxicity_p90,severe_toxicity_mean,severe_toxicity_max,severe_toxicity_p90,obscene_mean,obscene_max,obscene_p90,threat_mean,threat_max,threat_p90,insult_mean,insult_max,insult_p90,identity_attack_mean,identity_attack_max,identity_attack_p90,aggression_score_mean,aggression_score_max,aggression_score_p90
102rgj0,Discover Student It Card Almost hit Max,52,1326,0.3098374123756702,0.11538461538461539,0.04806513974090137,0.03584704609752564,0.031434208779193,0.49693204604122976,0.4862194909948749,0.4857920899560189,0.4912558048963547,0.7493812441825867,0.2824271321296692,0.29120564460754395,0.7354711294174194,0.536138653755188,7,45,0.1346153846153846,0.15617694390507844,1.7119570647359297,0.5137611030500396,0.7692307692307693,0.7450980392156863,neutral,0.5192307692307693,0.23076923076923078,0.057692307692307696,0.07692307692307693,0.6346153846153846,56.45512893298745,40.25,1.1330245868449815,8.0,3.0384615384615383,1.3703703703703705,3.2290502793296088,0.03577278891372351,0.8660746216773987,0.0026124760741367925,0.00010541414168913504,0.0035754914861172438,2.7552514211492963e-06,0.02791904323315136,0.7223871350288391,0.00013669495601789089,0.0001150216298461041,0.0023070594761520624,6.137091404525563e-05,0.007346972420166891,0.19755534827709198,0.0004095139272976665,0.00021288218774246232,0.003317730501294136,0.00019327188347233453,0.011912020421053247,0.2959969312796602,0.0005616704513651407
11f3f7c,Just got the Discover It® Student Cash Back with a $500 limit.,35,595,0.28078649938106537,0.14705882352941177,0.05162294760970296,0.03343170106536907,0.026786611176481054,0.5284483889571759,0.4934456196151862,0.5043823044841029,0.5116666555404663,0.691455602645874,0.3667396903038025,0.3735508620738983,0.7511838674545288,0.5687435269355774,6,29,0.17142857142857143,0.2070794731112463,2.0338123394885788,0.6103503951447575,0.8285714285714286,0.9117647058823529,neutral,0.2857142857142857,0.6571428571428571,0.02857142857142857,0.02857142857142857,0.2857142857142857,77.84701900103137,55.0,1.1501248058404805,6.0,2.0,1.0555555555555556,2.3777777777777778,0.008495271030447579,0.26471075415611267,0.001296961773186923,6.000729802378503e-06,0.00014588191697839648,2.9169983918109214e-06,0.00739807262335879,0.2569155693054199,0.00010103087988682096,7.095460002476882e-05,0.0012444733874872327,0.00010775722475955277,0.0011280763488944754,0.03401212766766548,0.00020692613616120082,0.00010623551009172973,0.0005943847936578095,0.0001232380425790325,0.0028674351404366204,0.09275699671222053,0.00030743322944696677
15jeiye,Can I upgrade my discover it card?,24,276,0.3163825087249279,0.20833333333333334,0.06208315950752833,0.0481616030353599,0.04264489145729796,0.515602081042269,0.4933554391930069,0.4993801887916482,0.5058014392852783,0.6989437937736511,0.23798049986362457,0.19454242289066315,0.6534403562545776,0.4938242435455322,5,19,0.20833333333333334,0.2059800100978464,1.2904336535288883,0.3872612408957572,0.9166666666666666,0.6521739130434783,neutral,0.625,0.16666666666666666,0.041666666666666664,0.20833333333333334,0.5833333333333334,27.873100333874273,27.75,0.9475274901033747,5.0,2.1666666666666665,1.1538461538461537,1.8181818181818181,0.039564361182177286,0.9229700565338135,0.002034273836761713,8.53031702424308e-05,0.0020116264931857586,2.6848359652831267e-06,0.02932332299610607,0.7025365829467773,0.0001490282105805817,4.591297109376077e-05,0.00047379560419358313,4.452061402844264e-05,0.01477924502857301,0.3481757938861847,0.0004173247929429635,0.00018912643069294668,0.0022665897849947214,0.0002028970498940907,0.013997878629814246,0.3297390742081916,0.000462382200500618
1bdjftk,Turning 18 next week and planning to get discover it student cash back. Opinions on my next strategy? ,17,136,0.2983225818191256,0.0,0.06923050769850875,0.05560114649431865,0.050482195862651964,0.5040686529348878,0.5052762141122538,0.5014941072201028,0.48696663975715637,1.0,0.34874433279037476,0.41193604469299316,0.854302704334259,0.697745680809021,5,12,0.29411764705882354,0.2294465324238819,1.4669071049122546,0.44022121104299394,0.9411764705882353,0.625,neutral,0.47058823529411764,0.47058823529411764,0.058823529411764705,0.29411764705882354,0.17647058823529413,45.531463702051255,51.0,0.7709510786203897,3.0,1.6470588235294117,1.3333333333333333,1.5,0.0005993157751885627,0.0022508790716528893,0.0007413586601614953,1.458965805474744e-06,1.6653726788717904e-06,1.6480126305395968e-06,3.609269130238852e-05,6.868848868180066e-05,4.820435569854454e-05,2.206384648589472e-05,3.366722376085818e-05,2.9394900411716663e-05,0.00016298793771591803,0.0009374941582791507,0.0001571891538333148,7.524980987107162e-05,0.00010165193089051172,8.739251497900114e-05,0.0001495281710615517,0.0005621324796720728,0.00017856036701762912
1dm3lru,best catch-all cash back to partner with capital one savor one?,14,91,0.29454900031643255,0.14285714285714285,0.04831918970038753,0.030657613472506468,0.02427096926421774,0.5394587922882248,0.49138011251177105,0.5079548496466416,0.5061421394348145,0.6827168464660645,0.34641021490097046,0.3607296049594879,0.6043692827224731,0.5645290613174438,0,14,0.0,0.07093941593276602,1.6731183626432506,0.5021055453031842,1.0,0.8461538461538461,neutral,0.2857142857142857,0.6428571428571429,0.21428571428571427,0.07142857142857142,0.07142857142857142,53.43377552959306,42.0,0.8728971498416603,5.0,2.357142857142857,1.125,1.8571428571428572,0.0006634111778112128,0.0013630143366754055,0.0011999047943390905,1.716773738280608e-06,4.0535765037930105e-06,2.324714296264574e-06,5.425693507277174e-05,0.00016166352725122124,0.00011977190079051065,2.5196042510547807e-05,6.435334944399074e-05,3.137396543024806e-05,0.00015839717577494281,0.0004650565388146788,0.00024284045648528257,7.695856142423249e-05,0.00010065908281831071,8.812837259029039e-05,0.00016332277772199803,0.0003185233602304531,0.00029176367451479255
1dtdksq,Did getting declined for a discover student credit card hurt my credit score?,4,6,0.29720640927553177,0.0,0.0652696081393838,0.04323058242504887,0.03344654860460521,0.601866195599238,0.5846312741438547,0.5871345102787018,0.5899664163589478,0.6135631799697876,0.49405336380004883,0.503481388092041,0.49405327439308167,0.520298957824707,0,4,0.0,0.025292529724538326,0.5623351446188083,0.16875769266311968,1.0,0.6666666666666666,neutral,0.75,0.5,0.0,0.25,0.25,32.50673007240193,55.25,0.6737146128995218,1.0,1.0,0.0,0.0,0.002784230593533721,0.009947082959115505,0.007103419472696261,2.1755063244199846e-06,4.795675067725824e-06,3.781900522881188e-06,0.00015027011022539227,0.0005233125993981957,0.0003743694951481303,4.883457722826279e-05,0.0001416410377714783,0.00010512299231777435,0.0007997836764843669,0.0028880673926323652,0.002056723280838924,9.639887139201164e-05,0.00017057210789062083,0.00014223892867448742,0.0006469488891980291,0.0022792452953126485,0.0016308213872093806
1ej8ujj,What’s the truth about Discover Cash Back Card,21,210,0.3229648499261765,0.14285714285714285,0.04424261175327669,0.030216050974204732,0.025414787929087142,0.5034693076497032,0.4934095046349934,0.4928504149119059,0.4968366324901581,0.6644676923751831,0.3740898370742798,0.42508596181869507,0.766921877861023,0.6528714895248413,5,16,0.23809523809523808,0.2846429113830839,1.8806581840187813,0.5643885836766658,0.6666666666666666,0.9,admiration,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,79.86987716850179,53.0,1.2369228765033462,4.0,1.380952380952381,1.0,1.5,0.0009396939006234918,0.00807779747992754,0.0010266242315992713,2.345814907909828e-06,1.5679603166063316e-05,2.8297831704549026e-06,0.0002676973557148206,0.004785142373293638,8.15363455330953e-05,3.259101868025027e-05,0.00024950355873443186,2.8491002012742683e-05,0.00017525919351360893,0.0007188335875980556,0.00025788196944631636,9.036426958378538e-05,0.00015442109724972397,0.00013801488967146724,0.0002513252588373111,0.0023335629499949087,0.00025579352838652386
1erkx1e,Discover it student cash back card as 1st credit card ever,2,1,0.29339590668678284,0.0,0.009486712277920497,0.0063806593719147745,0.0052409164671099046,0.5027055144309998,0.4179684817790985,0.45643749833106995,0.45643749833106995,0.45643749833106995,0.590502142906189,0.590502142906189,0.590502142906189,0.590502142906189,1,1,0.5,0.4841748047620058,0.6931471805599453,0.20801459767650946,1.0,1.0,admiration,0.5,0.5,0.0,0.0,0.5,64.5,64.5,0.7456647398843931,1.0,1.0,0.0,0.0,0.0004010268166894093,0.0004040217609144747,0.00040342277206946165,1.3337237874111452e-06,1.413372956449166e-06,1.3974431226415617e-06,2.9610076126118656e-05,3.0936760595068336e-05,3.06714237012784e-05,1.7643981664150488e-05,2.0582592696882784e-05,1.9994870490336326e-05,0.00010670931078493595,0.0001119852313422598,0.00011093004723079504,6.820286944275722e-05,7.543033279944211e-05,7.398484012810513e-05,0.00010408779641579713,0.00010519414020867164,0.00010497287145009673
1f06n99,Should I get a Travel Card or a better Cash Back Card?,18,153,0.3071985989809036,0.0,0.05788463258685463,0.03924265680403355,0.031957804703871,0.5279913770607094,0.5152303693341274,0.5193599655347712,0.5268679261207581,0.6889325976371765,0.41036128997802734,0.4200156331062317,0.6852458715438843,0.6261279582977295,0,18,0.0,0.04627925116154882,1.5654451070633324,0.4697926259577096,0.8333333333333334,0.8823529411764706,neutral,0.3888888888888889,0.4444444444444444,0.2777777777777778,0.05555555555555555,0.2222222222222222,39.23150661281199,21.5,0.8783173122271342,5.0,2.4444444444444446,1.0833333333333333,2.3142857142857145,0.0004578569140802655,0.000688841100782156,0.0004918930091662333,1.368807223419329e-06,1.5251803233695682e-06,1.4636344644713975e-06,3.0589946517365104e-05,4.032618380733766e-05,3.883602730638813e-05,2.0634833567277787e-05,2.5372202799189836e-05,2.3222204617923126e-05,0.0001163867256966316,0.00017139691044576466,0.00013266319583635778,7.462016502459947e-05,0.00010412542178528383,8.30665543617215e-05,0.0001169095653515931,0.00017101969907192446,0.00012468245884065255
1gdpcp0,"Upgrade to Discover Student IT, Cash Back",2,1,0.17662348225712776,0.0,0.0159128565484531,0.010432909157934546,0.008470730617583553,0.4809463620185852,0.3927895724773407,0.43242064118385315,0.43242064118385315,0.43242064118385315,0.11295787245035172,0.11295787245035172,0.11295787245035172,0.11295787245035172,0,2,0.0,0.021423268131911755,-0.0,0.0,1.0,0.0,neutral,1.0,0.5,0.0,0.0,0.5,11.5,11.5,0.22772277227722773,1.0,1.0,0.0,0.0,0.0006123535276856273,0.0006602004868909717,0.0006506310950499029,1.6392243082918867e-06,1.6582915804974618e-06,1.6544781260563468e-06,4.7674971938249655e-05,5.2780818805331364e-05,5.175964943191502e-05,2.3757607777952217e-05,2.63943165919045e-05,2.586697482911404e-05,0.00013470779231283814,0.0001410793629474938,0.00013980504882056267,8.052338671404868e-05,8.936603262554854e-05,8.759750344324856e-05,0.000150109418456168,0.00015808676666514052,0.000156491297023346
