thread_id,thread_title,comment_count,pair_count,mean_disagree_probability,hard_disagree_rate,self_bleu_2,self_bleu_3,self_bleu_4,self_bertscore_mean_precision,self_bertscore_mean_recall,self_bertscore_mean_f1,self_bertscore_median_f1,self_bertscore_top_k_mean_f1,semantic_mean_cosine,semantic_median_cosine,semantic_top_k_mean_cosine,semantic_p90_cosine,story_count,not_story_count,story_rate,mean_story_probability,emotion_entropy,emotion_entropy_normalized,avg_labels_per_comment,emotion_shift_rate,dominant_emotion,dominant_emotion_share,polite_rate,somewhat_polite_rate,neutral_rate,impolite_rate,length_std,length_iqr,length_cv,max_depth,avg_depth,avg_branching_factor,structural_virality,toxicity_mean,toxicity_max,toxicity_p90,severe_toxicity_mean,severe_toxicity_max,severe_toxicity_p90,obscene_mean,obscene_max,obscene_p90,threat_mean,threat_max,threat_p90,insult_mean,insult_max,insult_p90,identity_attack_mean,identity_attack_max,identity_attack_p90,aggression_score_mean,aggression_score_max,aggression_score_p90
14ovc0k,Switching from Nikon to Sony..? A7R V / A7 IV / D850,1,0,0.28277939558029175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.895368754863739,-0.0,0.0,1.0,0.0,disappointment,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.00038262552698142827,0.00038262552698142827,0.00038262552698142827,1.4159619468046003e-06,1.4159619468046003e-06,1.4159619468046003e-06,2.4634649889776483e-05,2.4634649889776483e-05,2.4634649889776483e-05,2.179083639930468e-05,2.179083639930468e-05,2.179083639930468e-05,9.717311331769451e-05,9.717311331769451e-05,9.717311331769451e-05,7.76770175434649e-05,7.76770175434649e-05,7.76770175434649e-05,0.00010088618434641224,0.00010088618434641224,0.00010088618434641224
1bgf4ax,Has anyone used the nikon d750/d850 with a 10.5mm in DX mode?,1,0,0.3565593957901001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.05777944251894951,-0.0,0.0,1.0,0.0,neutral,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.00036640206235460937,0.00036640206235460937,0.00036640206235460937,1.3120121593601652e-06,1.3120121593601652e-06,1.3120121593601652e-06,2.494880936865229e-05,2.494880936865229e-05,2.494880936865229e-05,1.7702081095194444e-05,1.7702081095194444e-05,1.7702081095194444e-05,9.971880353987217e-05,9.971880353987217e-05,9.971880353987217e-05,7.254195224959403e-05,7.254195224959403e-05,7.254195224959403e-05,9.710428679454708e-05,9.710428679454708e-05,9.710428679454708e-05
1c293te,Nikon jokes: why?,192,18336,0.32840121883512197,0.273224043715847,0.0436154749737009,0.03473672408147811,0.03215195216276971,0.4726271300948831,0.46568564071529667,0.4638818925178332,0.4756174087524414,0.8287080526351929,0.2334788292646408,0.22288283705711365,0.8131262063980103,0.47506117820739746,21,171,0.109375,0.15913350841825982,1.94550244480734,0.5838484519382178,0.8020833333333334,0.7643979057591623,neutral,0.4375,0.2552083333333333,0.13541666666666666,0.125,0.484375,49.04642340992414,43.0,1.1478441363609746,10.0,3.2291666666666665,1.37,3.9556561085972852,0.07569571943016247,0.9760231971740723,0.17906773090362563,0.00024070512108664843,0.013975040055811405,6.593806247110479e-05,0.03675077063806498,0.9294370412826538,0.007004277268424648,0.008586281289306422,0.5316063165664673,0.00034214818442706045,0.025467356243098038,0.9571788311004639,0.012778467871248748,0.0007030902903200816,0.011703218333423138,0.0016014813096262527,0.02457398716867311,0.375232277874602,0.04657949594729873
1cxmgab,Am I the only one who went back to DSLRs?,194,18721,0.3279043098396443,0.24468085106382978,0.046685051776985884,0.0329678697587561,0.02830108626953273,0.5020256045083257,0.495478394803319,0.4945269170713746,0.5002986788749695,0.9999998807907104,0.23738227784633636,0.23362503945827484,0.8442932367324829,0.4506469666957855,42,152,0.21649484536082475,0.24042816845143272,2.2706342491027285,0.6814210358845415,0.8247422680412371,0.7979274611398963,neutral,0.36082474226804123,0.29381443298969073,0.030927835051546393,0.08762886597938144,0.5876288659793815,40.575594789844885,41.5,0.8994133214385177,8.0,3.577319587628866,1.945054945054945,4.5595631191262385,0.0703705789570243,0.9820000529289246,0.19835638254880897,0.0003929831314551557,0.031862031668424606,2.7807164042314932e-05,0.03312506358527093,0.9657374620437622,0.0027008993783965663,0.0013942973132777964,0.1235237717628479,0.0004586240655044091,0.03407739210723373,0.9743701815605164,0.027075445838272517,0.0016726601996609686,0.23789791762828827,0.001099411689210682,0.023505495882320503,0.3973845919632974,0.05518645374540938
1fn4rzf,Nikon D850 Autofocus Issues Across All Lenses,10,45,0.307396599650383,0.0,0.05474513051719749,0.04020818894672451,0.03545519884186228,0.5459150387181176,0.5106015900770823,0.5244105511241489,0.5268400311470032,0.6125671863555908,0.3318655490875244,0.34282270073890686,0.5344860553741455,0.48602503538131714,3,7,0.3,0.3260452341288328,1.4978661367769952,0.44951206692239876,0.8,0.7777777777777778,neutral,0.5,0.0,0.2,0.4,0.4,20.35288677313368,34.25,0.6651270187298588,4.0,2.0,1.0,1.5,0.0017980551638174802,0.008733087219297886,0.00530697046779096,2.4108273009915137e-06,6.622052751481533e-06,5.393134779296815e-06,0.00017175507473439212,0.001179191400296986,0.0003646397788543251,7.021978963166476e-05,0.000372594891814515,0.00014073720740270793,0.00043890527595067395,0.002837699605152011,0.000816947116982191,0.00011259061138844118,0.00026896168128587306,0.00021449594350997359,0.0004323227904706072,0.00219008953354205,0.001175879894799436
1h0io4n,How to secure the wrap-skins to a camera?,5,10,0.31231152415275576,0.0,0.07618785926191735,0.043697573421232525,0.03153433229672786,0.5235734432935715,0.545966500043869,0.5338094890117645,0.540867954492569,0.5622081160545349,0.3765755593776703,0.34609419107437134,0.3765755891799927,0.5850317478179932,1,4,0.2,0.21567829474806785,1.3321790402101223,0.399789099421175,1.0,1.0,gratitude,0.4,0.8,0.0,0.0,0.2,37.18924575734226,61.0,0.5421172850924528,5.0,3.0,1.0,2.0,0.000672641780693084,0.0011309130350127816,0.0009470910532400013,1.7185458091262263e-06,2.4998441858770093e-06,2.150041154891369e-06,4.350862436695024e-05,8.750767301535234e-05,6.679062644252554e-05,3.5012903754250144e-05,5.7980912970378995e-05,5.002069374313578e-05,0.00013826338836224749,0.00019764354510698467,0.0001744864828651771,8.637069695396348e-05,0.000107160049083177,0.00010082486987812446,0.0001629193233232703,0.00026395084322909196,0.0002231746722903457
1h1zc4f,Advice on Upgrading Camera,13,78,0.302807649740806,0.07692307692307693,0.03768222308747392,0.024698400007292193,0.020720483764772923,0.5071416348218918,0.5224482848858222,0.5023750777427967,0.5006611943244934,0.6602231860160828,0.2751505970954895,0.23289474844932556,0.6475008726119995,0.6001550555229187,2,11,0.15384615384615385,0.13801304057527047,1.7782333057997077,0.5336507109241654,0.9230769230769231,1.0,gratitude,0.3076923076923077,0.6153846153846154,0.07692307692307693,0.07692307692307693,0.23076923076923078,111.04436983028863,54.0,1.282039793777755,3.0,1.9230769230769231,1.1428571428571428,1.3846153846153846,0.002377525800301765,0.021267978474497795,0.002142816036939621,2.3587872069933487e-06,8.865400559443515e-06,3.2543452107347556e-06,7.211555356871731e-05,0.000353638461092487,0.00010736194963101298,3.0364896911823263e-05,6.533977284561843e-05,5.1275825535412876e-05,0.0009488909362027278,0.010166466236114502,0.0004758667782880367,0.00016425167044732146,0.0007981714443303645,0.00028912475681863736,0.0005992512741065581,0.005361316860141112,0.0005552895626199947
1hotouo,Nikon D850 or Canon 5D mark IV,11,55,0.30586599761789496,0.0,0.0464344505587401,0.028072639085559088,0.022008132134725987,0.47905185222625735,0.5196845710277558,0.49287538853558627,0.5059943795204163,0.5841537117958069,0.47066208720207214,0.45956477522850037,0.6750718355178833,0.6481074094772339,1,10,0.09090909090909091,0.11424352838234468,0.7595473914748635,0.2279414091048473,1.0909090909090908,0.5,neutral,0.7272727272727273,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.5454545454545454,40.15959895753134,33.0,0.7656076057761607,3.0,1.3636363636363635,1.0,1.25,0.0007410650776529854,0.002368367277085781,0.0009475517435930669,1.8113961149620907e-06,3.791466951952316e-06,3.386575599506614e-06,4.9100849123946816e-05,0.00011539558181539178,9.363020217278972e-05,2.4186054195690137e-05,5.0236048991791904e-05,3.4080836485372856e-05,0.00016558916368839246,0.0003020646108780056,0.0002799073699861765,9.808851675850086e-05,0.0002531537029426545,0.00011156707478221506,0.00017997350958907964,0.0005155014481109296,0.00023416467257675322
1i6x9ll,How to Achieve the Best Quality for Reproducing a 10x10 cm Artwork on A1 (300/150 DPI) Using Nikon D850 and 85mm f/1.8?,3,3,0.3200678924719493,0.0,0.019774800863077736,0.016179931208519956,0.014859249269967808,0.36109719673792523,0.40862177809079486,0.3747924566268921,0.372186541557312,0.3890121579170227,0.18799956142902374,0.1463550478219986,0.18799956142902374,0.3554677367210388,0,3,0.0,0.05109874283274015,0.6365141682948128,0.1910189384688593,1.0,1.0,neutral,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,478.76159690044756,512.0,1.3678902768584216,2.0,1.3333333333333333,1.0,1.0,0.0005752454162575305,0.0009602101054042578,0.0008467258827295155,2.1732744623174463e-06,3.5072266655333806e-06,3.126546266685182e-06,5.849259590225605e-05,0.00011152782826684415,9.637798284529708e-05,2.3978584067663178e-05,3.6239565815776587e-05,3.260526500525884e-05,0.00010732006679366653,0.00013939381460659206,0.00013041755883023143,8.743195454978074e-05,0.0001277230039704591,0.00011600975849432871,0.00014244031533886906,0.00022976692412157718,0.00020395042251190415
1jzi3g,Nikon cuts full-year profit target as mirrorless cameras lose their shine,55,1485,0.3167392060441791,0.1509433962264151,0.05029599871633658,0.03722838580095832,0.03253294175384382,0.5201230871155608,0.4973145751037983,0.5056444298940074,0.5092925429344177,0.755677342414856,0.2971454858779907,0.2901226580142975,0.769524872303009,0.5026061534881592,12,43,0.21818181818181817,0.2129707835953344,1.749612785213209,0.5250616460876275,0.8,0.7407407407407407,neutral,0.5272727272727272,0.18181818181818182,0.2,0.12727272727272726,0.4909090909090909,28.98489774901166,27.0,0.801896064484729,10.0,3.4363636363636365,1.4333333333333333,5.232323232323233,0.07140964338958095,0.9324936866760254,0.11399810910224914,0.0001486314922493131,0.004206560086458921,4.373856645543129e-05,0.044759757721311126,0.8630890846252441,0.015108271315693877,0.001583008574280856,0.07975903153419495,0.0002678614459000528,0.025846927321452478,0.4325098991394043,0.008308898843824866,0.0003570344885123301,0.003777460427954793,0.0007629332598298793,0.02401750049789784,0.3408790691367661,0.034546750514952394
